 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 l_orderkey |    revenue    |     o_orderdate     | o_shippriority 
      35457 | 48381.000000  | 1995-01-08 00:00:00 | 0
     489703 | 48168.000000  | 1995-02-08 00:00:00 | 0
     164039 | 47721.000000  | 1995-03-02 00:00:00 | 0
      16262 | 47258.000000  | 1995-02-02 00:00:00 | 0
      19521 | 46692.000000  | 1994-12-24 00:00:00 | 0
       6560 | 46576.000000  | 1995-02-05 00:00:00 | 0
      76869 | 46535.000000  | 1995-03-01 00:00:00 | 0
     406406 | 45969.000000  | 1995-02-13 00:00:00 | 0
     533285 | 45649.000000  | 1995-01-23 00:00:00 | 0
     240740 | 45616.000000  | 1995-01-07 00:00:00 | 0
     457543 | 45489.000000  | 1995-03-04 00:00:00 | 0
     108038 | 45404.000000  | 1995-01-08 00:00:00 | 0
     268102 | 44416.000000  | 1994-12-11 00:00:00 | 0
      87172 | 43887.000000  | 1995-01-25 00:00:00 | 0
     318692 | 43883.000000  | 1995-03-01 00:00:00 | 0
      41765 | 43465.000000  | 1995-01-10 00:00:00 | 0
      52486 | 43365.000000  | 1995-02-05 00:00:00 | 0
     423267 | 42580.000000  | 1995-02-08 00:00:00 | 0
      38852 | 42476.000000  | 1994-12-02 00:00:00 | 0
     400965 | 42136.000000  | 1995-02-26 00:00:00 | 0
      66981 | 41919.000000  | 1995-03-05 00:00:00 | 0
     399138 | 41625.000000  | 1995-01-22 00:00:00 | 0
     574144 | 41408.000000  | 1995-01-04 00:00:00 | 0
     167940 | 41162.000000  | 1994-11-26 00:00:00 | 0
     159810 | 40503.000000  | 1995-02-09 00:00:00 | 0
     130787 | 40191.000000  | 1995-03-03 00:00:00 | 0
     507520 | 39854.000000  | 1995-02-22 00:00:00 | 0
     146469 | 38916.000000  | 1994-12-27 00:00:00 | 0
      15106 | 37395.000000  | 1995-02-28 00:00:00 | 0
      83396 | 37287.000000  | 1995-03-13 00:00:00 | 0
     556611 | 37269.000000  | 1995-03-02 00:00:00 | 0
     277028 | 37083.000000  | 1995-03-04 00:00:00 | 0
     281184 | 37063.000000  | 1995-02-07 00:00:00 | 0
     458784 | 36683.000000  | 1995-03-13 00:00:00 | 0
     126727 | 36327.000000  | 1994-12-25 00:00:00 | 0
      27425 | 36206.000000  | 1995-03-07 00:00:00 | 0
     231392 | 36019.000000  | 1995-01-26 00:00:00 | 0
     308355 | 35686.000000  | 1995-01-11 00:00:00 | 0
     193410 | 35641.000000  | 1995-03-09 00:00:00 | 0
     329636 | 35633.000000  | 1994-12-25 00:00:00 | 0
      34881 | 35606.000000  | 1995-03-08 00:00:00 | 0
     362592 | 35261.000000  | 1995-01-30 00:00:00 | 0
     506017 | 35017.000000  | 1995-02-27 00:00:00 | 0
      24160 | 34932.000000  | 1995-03-02 00:00:00 | 0
     354371 | 34616.000000  | 1995-01-07 00:00:00 | 0
     484422 | 34555.000000  | 1995-03-09 00:00:00 | 0
      27719 | 34043.000000  | 1995-03-14 00:00:00 | 0
     380165 | 33726.000000  | 1995-02-20 00:00:00 | 0
     574629 | 33684.000000  | 1995-02-21 00:00:00 | 0
     524224 | 33299.000000  | 1995-02-27 00:00:00 | 0
     423138 | 33159.000000  | 1994-12-21 00:00:00 | 0
     171008 | 33159.000000  | 1995-01-08 00:00:00 | 0
     341154 | 32985.000000  | 1995-02-15 00:00:00 | 0
     101956 | 32506.000000  | 1995-02-17 00:00:00 | 0
     596003 | 32488.000000  | 1994-12-01 00:00:00 | 0
      82144 | 32200.000000  | 1995-01-28 00:00:00 | 0
      71652 | 31796.000000  | 1995-02-09 00:00:00 | 0
      59365 | 31487.000000  | 1995-01-08 00:00:00 | 0
     435586 | 31461.000000  | 1995-02-03 00:00:00 | 0
     398850 | 31408.000000  | 1995-02-01 00:00:00 | 0
     380515 | 31316.000000  | 1995-01-23 00:00:00 | 0
      35431 | 31237.000000  | 1994-12-19 00:00:00 | 0
     242692 | 31116.000000  | 1995-02-10 00:00:00 | 0
     375622 | 30475.000000  | 1995-01-15 00:00:00 | 0
     267589 | 30424.000000  | 1995-03-03 00:00:00 | 0
     238246 | 30137.000000  | 1995-02-28 00:00:00 | 0
     400005 | 29935.000000  | 1995-03-11 00:00:00 | 0
     545255 | 29082.000000  | 1995-01-12 00:00:00 | 0
      49987 | 28838.000000  | 1995-02-20 00:00:00 | 0
      39270 | 28711.000000  | 1995-03-07 00:00:00 | 0
     180742 | 28567.000000  | 1995-02-09 00:00:00 | 0
     559554 | 28398.000000  | 1995-01-15 00:00:00 | 0
     219236 | 28365.000000  | 1995-01-06 00:00:00 | 0
     344774 | 28214.000000  | 1994-12-23 00:00:00 | 0
      92129 | 28134.000000  | 1995-02-02 00:00:00 | 0
     355779 | 27373.000000  | 1995-02-15 00:00:00 | 0
      22339 | 26428.000000  | 1994-12-05 00:00:00 | 0
      11111 | 26303.000000  | 1995-02-18 00:00:00 | 0
     485127 | 26294.000000  | 1994-11-25 00:00:00 | 0
     500802 | 26137.000000  | 1995-02-20 00:00:00 | 0
     392260 | 25898.000000  | 1995-01-12 00:00:00 | 0
     463493 | 25678.000000  | 1995-02-09 00:00:00 | 0
     519395 | 25191.000000  | 1995-01-25 00:00:00 | 0
     191235 | 24407.000000  | 1995-03-09 00:00:00 | 0
     588610 | 23842.000000  | 1995-01-22 00:00:00 | 0
     466087 | 23785.000000  | 1995-02-15 00:00:00 | 0
     101415 | 23416.000000  | 1995-01-03 00:00:00 | 0
     538691 | 23316.000000  | 1995-01-09 00:00:00 | 0
      20710 | 22538.000000  | 1994-12-30 00:00:00 | 0
     226919 | 22311.000000  | 1995-03-13 00:00:00 | 0
     554817 | 22010.000000  | 1995-01-22 00:00:00 | 0
     126370 | 22004.000000  | 1995-03-09 00:00:00 | 0
     197958 | 21965.000000  | 1995-02-24 00:00:00 | 0
     530944 | 21778.000000  | 1995-02-04 00:00:00 | 0
     172388 | 21226.000000  | 1995-02-26 00:00:00 | 0
     563174 | 21135.000000  | 1995-03-09 00:00:00 | 0
     395137 | 20877.000000  | 1995-03-04 00:00:00 | 0
     451684 | 20217.000000  | 1995-03-02 00:00:00 | 0
     455586 | 19172.000000  | 1995-03-07 00:00:00 | 0
     433477 | 19131.000000  | 1995-01-20 00:00:00 | 0
     398885 | 19131.000000  | 1995-02-27 00:00:00 | 0
     350566 | 19018.000000  | 1995-02-24 00:00:00 | 0
      84711 | 18687.000000  | 1995-01-29 00:00:00 | 0
     320358 | 18499.000000  | 1995-02-08 00:00:00 | 0
     251556 | 18278.000000  | 1995-02-10 00:00:00 | 0
     195366 | 18103.000000  | 1994-12-18 00:00:00 | 0
     509889 | 18006.000000  | 1995-03-03 00:00:00 | 0
     261094 | 17891.000000  | 1995-03-02 00:00:00 | 0
      15361 | 17442.000000  | 1994-12-24 00:00:00 | 0
     399618 | 16907.000000  | 1995-01-30 00:00:00 | 0
     162979 | 16802.000000  | 1995-01-11 00:00:00 | 0
     165827 | 16692.000000  | 1995-02-02 00:00:00 | 0
      46147 | 16527.000000  | 1995-02-16 00:00:00 | 0
     412835 | 16465.000000  | 1995-02-13 00:00:00 | 0
      70497 | 16220.000000  | 1995-02-04 00:00:00 | 0
     479173 | 16136.000000  | 1995-02-23 00:00:00 | 0
     186531 | 16010.000000  | 1995-02-01 00:00:00 | 0
     474273 | 15532.000000  | 1994-12-27 00:00:00 | 0
     161154 | 15408.000000  | 1995-02-02 00:00:00 | 0
     426561 | 15166.000000  | 1995-01-28 00:00:00 | 0
     434117 | 15025.000000  | 1995-02-18 00:00:00 | 0
     163232 | 14607.000000  | 1995-01-31 00:00:00 | 0
      21442 | 13974.000000  | 1995-01-26 00:00:00 | 0
     122853 | 13676.000000  | 1995-03-08 00:00:00 | 0
     302914 | 13670.000000  | 1995-02-09 00:00:00 | 0
      71620 | 13229.000000  | 1995-01-20 00:00:00 | 0
      18244 | 12725.000000  | 1995-03-12 00:00:00 | 0
     291495 | 12571.000000  | 1995-02-25 00:00:00 | 0
     577761 | 12389.000000  | 1995-03-01 00:00:00 | 0
     555332 | 12207.000000  | 1995-02-17 00:00:00 | 0
     552736 | 11421.000000  | 1995-01-05 00:00:00 | 0
     143429 | 11358.000000  | 1994-12-14 00:00:00 | 0
     538947 | 11280.000000  | 1994-12-14 00:00:00 | 0
     295591 | 10987.000000  | 1995-03-02 00:00:00 | 0
      71491 | 10661.000000  | 1995-01-27 00:00:00 | 0
     237572 | 9630.000000   | 1995-01-21 00:00:00 | 0
     420516 | 9604.000000   | 1995-03-06 00:00:00 | 0
     398560 | 8844.000000   | 1995-01-02 00:00:00 | 0
     109316 | 8409.000000   | 1995-01-16 00:00:00 | 0
     229542 | 8128.000000   | 1995-03-05 00:00:00 | 0
      96514 | 8068.000000   | 1995-02-20 00:00:00 | 0
     464483 | 7960.000000   | 1994-11-30 00:00:00 | 0
     294501 | 7743.000000   | 1995-02-07 00:00:00 | 0
     299203 | 6872.000000   | 1994-12-13 00:00:00 | 0
     172837 | 5588.000000   | 1995-02-23 00:00:00 | 0
      68739 | 5550.000000   | 1995-02-23 00:00:00 | 0
     495170 | 5465.000000   | 1995-03-03 00:00:00 | 0
     155622 | 5405.000000   | 1995-02-23 00:00:00 | 0
     208513 | 5357.000000   | 1995-02-16 00:00:00 | 0
     260485 | 5220.000000   | 1995-01-02 00:00:00 | 0
     101703 | 4960.000000   | 1995-02-01 00:00:00 | 0
     138307 | 4108.000000   | 1995-01-18 00:00:00 | 0
      66467 | 4084.000000   | 1995-02-17 00:00:00 | 0
     255237 | 3964.000000   | 1995-02-23 00:00:00 | 0
     512263 | 3505.000000   | 1995-02-17 00:00:00 | 0
     471365 | 3285.000000   | 1995-02-25 00:00:00 | 0
     459078 | 2817.000000   | 1994-12-30 00:00:00 | 0
     424705 | 2154.000000   | 1995-03-03 00:00:00 | 0
     238530 | 1844.000000   | 1995-01-21 00:00:00 | 0
     503556 | 1525.000000   | 1995-03-01 00:00:00 | 0
     503781 | 1332.000000   | 1995-02-03 00:00:00 | 0
     310305 | 1025.000000   | 1995-03-09 00:00:00 | 0
      46341 | 1006.000000   | 1995-01-18 00:00:00 | 0
      28773 | 953.000000    | 1995-03-11 00:00:00 | 0
     159171 | 944.000000    | 1995-01-03 00:00:00 | 0
      70977 | 0.000000      | 1994-11-19 00:00:00 | 0
     522947 | 0.000000      | 1994-11-19 00:00:00 | 0
      81284 | 0.000000      | 1994-11-19 00:00:00 | 0
     417601 | 0.000000      | 1994-11-22 00:00:00 | 0
     584453 | 0.000000      | 1994-11-23 00:00:00 | 0
     231041 | 0.000000      | 1994-11-23 00:00:00 | 0
     528645 | 0.000000      | 1994-11-23 00:00:00 | 0
     145191 | 0.000000      | 1994-11-23 00:00:00 | 0
     592448 | 0.000000      | 1994-11-25 00:00:00 | 0
     315202 | 0.000000      | 1994-11-26 00:00:00 | 0
     366404 | 0.000000      | 1994-11-26 00:00:00 | 0
      17124 | 0.000000      | 1994-11-26 00:00:00 | 0
     307200 | 0.000000      | 1994-11-27 00:00:00 | 0
     579425 | 0.000000      | 1994-11-27 00:00:00 | 0
     397249 | 0.000000      | 1994-11-28 00:00:00 | 0
      97824 | 0.000000      | 1994-11-29 00:00:00 | 0
     295877 | 0.000000      | 1994-11-29 00:00:00 | 0
     120928 | 0.000000      | 1994-11-29 00:00:00 | 0
     177762 | 0.000000      | 1994-11-29 00:00:00 | 0
     430465 | 0.000000      | 1994-11-29 00:00:00 | 0
     335173 | 0.000000      | 1994-11-30 00:00:00 | 0
     491811 | 0.000000      | 1994-11-30 00:00:00 | 0
     280068 | 0.000000      | 1994-11-30 00:00:00 | 0
     385089 | 0.000000      | 1994-11-30 00:00:00 | 0
      31910 | 0.000000      | 1994-11-30 00:00:00 | 0
     402215 | 0.000000      | 1994-11-30 00:00:00 | 0
      20229 | 0.000000      | 1994-12-01 00:00:00 | 0
     417090 | 0.000000      | 1994-12-01 00:00:00 | 0
     516962 | 0.000000      | 1994-12-01 00:00:00 | 0
     253824 | 0.000000      | 1994-12-01 00:00:00 | 0
     191840 | 0.000000      | 1994-12-01 00:00:00 | 0
     162145 | 0.000000      | 1994-12-01 00:00:00 | 0
      96931 | 0.000000      | 1994-12-01 00:00:00 | 0
     428576 | 0.000000      | 1994-12-01 00:00:00 | 0
      74851 | 0.000000      | 1994-12-01 00:00:00 | 0
     301506 | 0.000000      | 1994-12-01 00:00:00 | 0
     239653 | 0.000000      | 1994-12-01 00:00:00 | 0
      26627 | 0.000000      | 1994-12-01 00:00:00 | 0
     501442 | 0.000000      | 1994-12-01 00:00:00 | 0
     110886 | 0.000000      | 1994-12-02 00:00:00 | 0
      37796 | 0.000000      | 1994-12-02 00:00:00 | 0
     152581 | 0.000000      | 1994-12-02 00:00:00 | 0
     464418 | 0.000000      | 1994-12-02 00:00:00 | 0
      52226 | 0.000000      | 1994-12-02 00:00:00 | 0
     116647 | 0.000000      | 1994-12-03 00:00:00 | 0
     204513 | 0.000000      | 1994-12-03 00:00:00 | 0
      38564 | 0.000000      | 1994-12-03 00:00:00 | 0
     531264 | 0.000000      | 1994-12-03 00:00:00 | 0
     390823 | 0.000000      | 1994-12-04 00:00:00 | 0
     317953 | 0.000000      | 1994-12-04 00:00:00 | 0
     362497 | 0.000000      | 1994-12-04 00:00:00 | 0
     484866 | 0.000000      | 1994-12-04 00:00:00 | 0
     135589 | 0.000000      | 1994-12-04 00:00:00 | 0
      87780 | 0.000000      | 1994-12-04 00:00:00 | 0
     434819 | 0.000000      | 1994-12-04 00:00:00 | 0
     202183 | 0.000000      | 1994-12-05 00:00:00 | 0
     233763 | 0.000000      | 1994-12-05 00:00:00 | 0
     558436 | 0.000000      | 1994-12-05 00:00:00 | 0
     537280 | 0.000000      | 1994-12-06 00:00:00 | 0
      32291 | 0.000000      | 1994-12-06 00:00:00 | 0
     232263 | 0.000000      | 1994-12-06 00:00:00 | 0
     236161 | 0.000000      | 1994-12-06 00:00:00 | 0
     556391 | 0.000000      | 1994-12-06 00:00:00 | 0
     279620 | 0.000000      | 1994-12-06 00:00:00 | 0
     318850 | 0.000000      | 1994-12-06 00:00:00 | 0
     449478 | 0.000000      | 1994-12-07 00:00:00 | 0
      63399 | 0.000000      | 1994-12-07 00:00:00 | 0
     346658 | 0.000000      | 1994-12-07 00:00:00 | 0
      80065 | 0.000000      | 1994-12-07 00:00:00 | 0
      81188 | 0.000000      | 1994-12-07 00:00:00 | 0
     161765 | 0.000000      | 1994-12-08 00:00:00 | 0
      92197 | 0.000000      | 1994-12-08 00:00:00 | 0
     490946 | 0.000000      | 1994-12-08 00:00:00 | 0
     291776 | 0.000000      | 1994-12-08 00:00:00 | 0
     394273 | 0.000000      | 1994-12-09 00:00:00 | 0
      85857 | 0.000000      | 1994-12-09 00:00:00 | 0
     534532 | 0.000000      | 1994-12-09 00:00:00 | 0
      46151 | 0.000000      | 1994-12-09 00:00:00 | 0
     450503 | 0.000000      | 1994-12-09 00:00:00 | 0
      37793 | 0.000000      | 1994-12-09 00:00:00 | 0
     307937 | 0.000000      | 1994-12-10 00:00:00 | 0
     397728 | 0.000000      | 1994-12-10 00:00:00 | 0
     506305 | 0.000000      | 1994-12-10 00:00:00 | 0
     446720 | 0.000000      | 1994-12-10 00:00:00 | 0
     489284 | 0.000000      | 1994-12-10 00:00:00 | 0
     488197 | 0.000000      | 1994-12-10 00:00:00 | 0
     158336 | 0.000000      | 1994-12-10 00:00:00 | 0
     183169 | 0.000000      | 1994-12-10 00:00:00 | 0
     580038 | 0.000000      | 1994-12-11 00:00:00 | 0
     200352 | 0.000000      | 1994-12-11 00:00:00 | 0
     465696 | 0.000000      | 1994-12-11 00:00:00 | 0
     308644 | 0.000000      | 1994-12-12 00:00:00 | 0
     243204 | 0.000000      | 1994-12-12 00:00:00 | 0
     155427 | 0.000000      | 1994-12-12 00:00:00 | 0
      51392 | 0.000000      | 1994-12-13 00:00:00 | 0
     185283 | 0.000000      | 1994-12-13 00:00:00 | 0
     102147 | 0.000000      | 1994-12-13 00:00:00 | 0
     362727 | 0.000000      | 1994-12-14 00:00:00 | 0
     289539 | 0.000000      | 1994-12-14 00:00:00 | 0
     502053 | 0.000000      | 1994-12-14 00:00:00 | 0
     524611 | 0.000000      | 1994-12-14 00:00:00 | 0
     274209 | 0.000000      | 1994-12-14 00:00:00 | 0
     476772 | 0.000000      | 1994-12-14 00:00:00 | 0
     318081 | 0.000000      | 1994-12-14 00:00:00 | 0
      46727 | 0.000000      | 1994-12-14 00:00:00 | 0
     260550 | 0.000000      | 1994-12-15 00:00:00 | 0
     375844 | 0.000000      | 1994-12-15 00:00:00 | 0
     328609 | 0.000000      | 1994-12-15 00:00:00 | 0
     319008 | 0.000000      | 1994-12-16 00:00:00 | 0
      94822 | 0.000000      | 1994-12-17 00:00:00 | 0
     515617 | 0.000000      | 1994-12-17 00:00:00 | 0
     116833 | 0.000000      | 1994-12-17 00:00:00 | 0
      11332 | 0.000000      | 1994-12-17 00:00:00 | 0
     428965 | 0.000000      | 1994-12-17 00:00:00 | 0
      55554 | 0.000000      | 1994-12-17 00:00:00 | 0
     558691 | 0.000000      | 1994-12-17 00:00:00 | 0
      64384 | 0.000000      | 1994-12-17 00:00:00 | 0
     487616 | 0.000000      | 1994-12-17 00:00:00 | 0
     469888 | 0.000000      | 1994-12-18 00:00:00 | 0
     197638 | 0.000000      | 1994-12-18 00:00:00 | 0
     585221 | 0.000000      | 1994-12-18 00:00:00 | 0
     152033 | 0.000000      | 1994-12-18 00:00:00 | 0
     275362 | 0.000000      | 1994-12-19 00:00:00 | 0
     323328 | 0.000000      | 1994-12-19 00:00:00 | 0
     534278 | 0.000000      | 1994-12-19 00:00:00 | 0
     469316 | 0.000000      | 1994-12-19 00:00:00 | 0
     295685 | 0.000000      | 1994-12-19 00:00:00 | 0
     166176 | 0.000000      | 1994-12-19 00:00:00 | 0
     205991 | 0.000000      | 1994-12-20 00:00:00 | 0
     431651 | 0.000000      | 1994-12-20 00:00:00 | 0
     499108 | 0.000000      | 1994-12-21 00:00:00 | 0
       3042 | 0.000000      | 1994-12-21 00:00:00 | 0
      62567 | 0.000000      | 1994-12-21 00:00:00 | 0
     352934 | 0.000000      | 1994-12-22 00:00:00 | 0
     308129 | 0.000000      | 1994-12-22 00:00:00 | 0
     409602 | 0.000000      | 1994-12-22 00:00:00 | 0
     177668 | 0.000000      | 1994-12-22 00:00:00 | 0
      95430 | 0.000000      | 1994-12-22 00:00:00 | 0
     377220 | 0.000000      | 1994-12-22 00:00:00 | 0
      84422 | 0.000000      | 1994-12-22 00:00:00 | 0
     583940 | 0.000000      | 1994-12-22 00:00:00 | 0
     271745 | 0.000000      | 1994-12-22 00:00:00 | 0
     350407 | 0.000000      | 1994-12-22 00:00:00 | 0
     141890 | 0.000000      | 1994-12-22 00:00:00 | 0
     294020 | 0.000000      | 1994-12-22 00:00:00 | 0
     115910 | 0.000000      | 1994-12-23 00:00:00 | 0
      11584 | 0.000000      | 1994-12-23 00:00:00 | 0
     175424 | 0.000000      | 1994-12-23 00:00:00 | 0
     190244 | 0.000000      | 1994-12-23 00:00:00 | 0
     460256 | 0.000000      | 1994-12-23 00:00:00 | 0
     593025 | 0.000000      | 1994-12-23 00:00:00 | 0
      90148 | 0.000000      | 1994-12-23 00:00:00 | 0
     591619 | 0.000000      | 1994-12-24 00:00:00 | 0
     372612 | 0.000000      | 1994-12-24 00:00:00 | 0
     327617 | 0.000000      | 1994-12-24 00:00:00 | 0
      96005 | 0.000000      | 1994-12-24 00:00:00 | 0
     484804 | 0.000000      | 1994-12-24 00:00:00 | 0
     166789 | 0.000000      | 1994-12-24 00:00:00 | 0
     568067 | 0.000000      | 1994-12-24 00:00:00 | 0
     223106 | 0.000000      | 1994-12-24 00:00:00 | 0
      40835 | 0.000000      | 1994-12-25 00:00:00 | 0
     466212 | 0.000000      | 1994-12-25 00:00:00 | 0
     149347 | 0.000000      | 1994-12-25 00:00:00 | 0
     205478 | 0.000000      | 1994-12-25 00:00:00 | 0
     211461 | 0.000000      | 1994-12-25 00:00:00 | 0
     423427 | 0.000000      | 1994-12-25 00:00:00 | 0
     597443 | 0.000000      | 1994-12-25 00:00:00 | 0
     484770 | 0.000000      | 1994-12-25 00:00:00 | 0
     583047 | 0.000000      | 1994-12-26 00:00:00 | 0
     141157 | 0.000000      | 1994-12-26 00:00:00 | 0
     409414 | 0.000000      | 1994-12-26 00:00:00 | 0
     303302 | 0.000000      | 1994-12-26 00:00:00 | 0
      17668 | 0.000000      | 1994-12-26 00:00:00 | 0
     594692 | 0.000000      | 1994-12-27 00:00:00 | 0
     364580 | 0.000000      | 1994-12-27 00:00:00 | 0
     294050 | 0.000000      | 1994-12-27 00:00:00 | 0
     304998 | 0.000000      | 1994-12-27 00:00:00 | 0
     505380 | 0.000000      | 1994-12-27 00:00:00 | 0
      65734 | 0.000000      | 1994-12-27 00:00:00 | 0
     162146 | 0.000000      | 1994-12-27 00:00:00 | 0
     228033 | 0.000000      | 1994-12-28 00:00:00 | 0
     121127 | 0.000000      | 1994-12-28 00:00:00 | 0
     441090 | 0.000000      | 1994-12-28 00:00:00 | 0
     430693 | 0.000000      | 1994-12-28 00:00:00 | 0
     203173 | 0.000000      | 1994-12-28 00:00:00 | 0
     361984 | 0.000000      | 1994-12-28 00:00:00 | 0
      80838 | 0.000000      | 1994-12-28 00:00:00 | 0
     488164 | 0.000000      | 1994-12-28 00:00:00 | 0
     448551 | 0.000000      | 1994-12-29 00:00:00 | 0
     253827 | 0.000000      | 1994-12-29 00:00:00 | 0
     464865 | 0.000000      | 1994-12-29 00:00:00 | 0
      96646 | 0.000000      | 1994-12-29 00:00:00 | 0
     151814 | 0.000000      | 1994-12-29 00:00:00 | 0
     374720 | 0.000000      | 1994-12-29 00:00:00 | 0
     400130 | 0.000000      | 1994-12-29 00:00:00 | 0
