 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 l_orderkey |    revenue    |     o_orderdate     | o_shippriority 
     458662 | 35686.000000  | 1995-02-20 00:00:00 | 0
     329636 | 35633.000000  | 1994-12-25 00:00:00 | 0
      34881 | 35606.000000  | 1995-03-08 00:00:00 | 0
     570437 | 34797.000000  | 1995-03-08 00:00:00 | 0
     393285 | 34796.000000  | 1995-03-08 00:00:00 | 0
     484422 | 34555.000000  | 1995-03-09 00:00:00 | 0
     410145 | 34045.000000  | 1995-02-09 00:00:00 | 0
     511333 | 34045.000000  | 1995-03-12 00:00:00 | 0
      90148 | 34044.000000  | 1994-12-23 00:00:00 | 0
     141157 | 34044.000000  | 1994-12-26 00:00:00 | 0
     185186 | 34044.000000  | 1995-01-21 00:00:00 | 0
      82144 | 34044.000000  | 1995-01-28 00:00:00 | 0
     536576 | 34044.000000  | 1995-02-02 00:00:00 | 0
      52486 | 34044.000000  | 1995-02-05 00:00:00 | 0
     273478 | 34044.000000  | 1995-02-09 00:00:00 | 0
     472615 | 34044.000000  | 1995-02-16 00:00:00 | 0
     367458 | 34044.000000  | 1995-02-22 00:00:00 | 0
     403526 | 34044.000000  | 1995-02-22 00:00:00 | 0
     317537 | 34044.000000  | 1995-03-03 00:00:00 | 0
     286467 | 34044.000000  | 1995-03-03 00:00:00 | 0
     135874 | 34044.000000  | 1995-03-10 00:00:00 | 0
     220672 | 34044.000000  | 1995-03-12 00:00:00 | 0
      27719 | 34043.000000  | 1995-03-14 00:00:00 | 0
     549380 | 33726.000000  | 1994-12-20 00:00:00 | 0
     464865 | 33726.000000  | 1994-12-29 00:00:00 | 0
     380165 | 33726.000000  | 1995-02-20 00:00:00 | 0
     575589 | 33726.000000  | 1995-03-04 00:00:00 | 0
     354438 | 33311.000000  | 1995-01-13 00:00:00 | 0
     532934 | 33300.000000  | 1995-01-16 00:00:00 | 0
     141606 | 32441.000000  | 1995-01-17 00:00:00 | 0
     574629 | 31530.000000  | 1995-02-21 00:00:00 | 0
      59365 | 31487.000000  | 1995-01-08 00:00:00 | 0
     160582 | 31352.000000  | 1995-02-14 00:00:00 | 0
     376131 | 31118.000000  | 1995-01-27 00:00:00 | 0
     333731 | 31116.000000  | 1995-02-09 00:00:00 | 0
     242692 | 31116.000000  | 1995-02-10 00:00:00 | 0
     375622 | 30475.000000  | 1995-01-15 00:00:00 | 0
     553540 | 29717.000000  | 1995-02-28 00:00:00 | 0
     509889 | 28216.000000  | 1995-03-03 00:00:00 | 0
     428965 | 28214.000000  | 1994-12-17 00:00:00 | 0
     344774 | 28214.000000  | 1994-12-23 00:00:00 | 0
      11111 | 26303.000000  | 1995-02-18 00:00:00 | 0
     392260 | 25898.000000  | 1995-01-12 00:00:00 | 0
     463493 | 25678.000000  | 1995-02-09 00:00:00 | 0
     378273 | 25451.000000  | 1995-01-20 00:00:00 | 0
     250211 | 25451.000000  | 1995-02-12 00:00:00 | 0
     126370 | 25451.000000  | 1995-03-09 00:00:00 | 0
     466087 | 23785.000000  | 1995-02-15 00:00:00 | 0
      96931 | 22982.000000  | 1994-12-01 00:00:00 | 0
     430983 | 22313.000000  | 1995-03-12 00:00:00 | 0
     510565 | 22311.000000  | 1994-12-01 00:00:00 | 0
     317252 | 22311.000000  | 1995-02-03 00:00:00 | 0
     350566 | 22311.000000  | 1995-02-24 00:00:00 | 0
     226919 | 22311.000000  | 1995-03-13 00:00:00 | 0
     558691 | 22242.000000  | 1994-12-17 00:00:00 | 0
     388353 | 22242.000000  | 1995-01-13 00:00:00 | 0
     481633 | 22242.000000  | 1995-03-14 00:00:00 | 0
     554817 | 22010.000000  | 1995-01-22 00:00:00 | 0
     197958 | 21965.000000  | 1995-02-24 00:00:00 | 0
     391168 | 20656.000000  | 1995-02-19 00:00:00 | 0
     476736 | 18730.000000  | 1994-12-20 00:00:00 | 0
     380515 | 18730.000000  | 1995-01-23 00:00:00 | 0
     251556 | 18278.000000  | 1995-02-10 00:00:00 | 0
     195366 | 18103.000000  | 1994-12-18 00:00:00 | 0
     399618 | 16907.000000  | 1995-01-30 00:00:00 | 0
     253827 | 16692.000000  | 1994-12-29 00:00:00 | 0
     304353 | 16692.000000  | 1995-01-15 00:00:00 | 0
     165827 | 16692.000000  | 1995-02-02 00:00:00 | 0
     354241 | 16692.000000  | 1995-02-04 00:00:00 | 0
     596006 | 16137.000000  | 1995-01-12 00:00:00 | 0
     479173 | 16136.000000  | 1995-02-23 00:00:00 | 0
     474273 | 15532.000000  | 1994-12-27 00:00:00 | 0
     434117 | 15025.000000  | 1995-02-18 00:00:00 | 0
     163232 | 14607.000000  | 1995-01-31 00:00:00 | 0
      71620 | 12726.000000  | 1995-01-20 00:00:00 | 0
      46147 | 12726.000000  | 1995-02-16 00:00:00 | 0
      71491 | 12725.000000  | 1995-01-27 00:00:00 | 0
      44198 | 12725.000000  | 1995-02-05 00:00:00 | 0
      59874 | 12725.000000  | 1995-02-06 00:00:00 | 0
      18244 | 12725.000000  | 1995-03-12 00:00:00 | 0
      67012 | 12725.000000  | 1995-03-13 00:00:00 | 0
     534532 | 11414.000000  | 1994-12-09 00:00:00 | 0
     538947 | 11280.000000  | 1994-12-14 00:00:00 | 0
     476772 | 10987.000000  | 1994-12-14 00:00:00 | 0
     382852 | 10987.000000  | 1995-01-16 00:00:00 | 0
     431746 | 10987.000000  | 1995-03-01 00:00:00 | 0
     295591 | 10987.000000  | 1995-03-02 00:00:00 | 0
     431943 | 10987.000000  | 1995-03-06 00:00:00 | 0
     524129 | 9604.000000   | 1995-01-09 00:00:00 | 0
     420516 | 9604.000000   | 1995-03-06 00:00:00 | 0
     576420 | 8845.000000   | 1995-02-16 00:00:00 | 0
     398560 | 8844.000000   | 1995-01-02 00:00:00 | 0
      99777 | 8505.000000   | 1995-01-25 00:00:00 | 0
     294020 | 8069.000000   | 1994-12-22 00:00:00 | 0
     149056 | 8069.000000   | 1995-01-22 00:00:00 | 0
     191588 | 8068.000000   | 1995-01-07 00:00:00 | 0
      96514 | 8068.000000   | 1995-02-20 00:00:00 | 0
     155585 | 8068.000000   | 1995-03-08 00:00:00 | 0
     193410 | 8068.000000   | 1995-03-09 00:00:00 | 0
     430465 | 7743.000000   | 1994-11-29 00:00:00 | 0
     375844 | 7743.000000   | 1994-12-15 00:00:00 | 0
     548037 | 7743.000000   | 1995-01-17 00:00:00 | 0
     294501 | 7743.000000   | 1995-02-07 00:00:00 | 0
     461537 | 7743.000000   | 1995-03-07 00:00:00 | 0
     354439 | 5449.000000   | 1995-01-31 00:00:00 | 0
     260485 | 5220.000000   | 1995-01-02 00:00:00 | 0
     101703 | 4960.000000   | 1995-02-01 00:00:00 | 0
     153858 | 4084.000000   | 1995-02-16 00:00:00 | 0
      66467 | 4084.000000   | 1995-02-17 00:00:00 | 0
     348551 | 3964.000000   | 1995-01-29 00:00:00 | 0
     255237 | 3964.000000   | 1995-02-23 00:00:00 | 0
     512263 | 3505.000000   | 1995-02-17 00:00:00 | 0
     583424 | 3285.000000   | 1995-01-14 00:00:00 | 0
     471365 | 3285.000000   | 1995-02-25 00:00:00 | 0
     592260 | 3285.000000   | 1995-02-27 00:00:00 | 0
     524224 | 2155.000000   | 1995-02-27 00:00:00 | 0
     424705 | 2154.000000   | 1995-03-03 00:00:00 | 0
     326784 | 1845.000000   | 1995-02-24 00:00:00 | 0
     412772 | 1844.000000   | 1995-01-01 00:00:00 | 0
     360135 | 1844.000000   | 1995-01-13 00:00:00 | 0
     238530 | 1844.000000   | 1995-01-21 00:00:00 | 0
     321511 | 1844.000000   | 1995-02-04 00:00:00 | 0
     367716 | 1844.000000   | 1995-02-20 00:00:00 | 0
      57061 | 953.000000    | 1995-01-01 00:00:00 | 0
      96416 | 953.000000    | 1995-01-14 00:00:00 | 0
     146240 | 953.000000    | 1995-01-22 00:00:00 | 0
      92129 | 953.000000    | 1995-02-02 00:00:00 | 0
      60160 | 953.000000    | 1995-02-07 00:00:00 | 0
      92326 | 953.000000    | 1995-02-12 00:00:00 | 0
     187268 | 953.000000    | 1995-03-03 00:00:00 | 0
      28773 | 953.000000    | 1995-03-11 00:00:00 | 0
     159171 | 944.000000    | 1995-01-03 00:00:00 | 0
     296071 | 944.000000    | 1995-01-11 00:00:00 | 0
     233763 | 2.000000      | 1994-12-05 00:00:00 | 0
     276448 | 2.000000      | 1995-01-02 00:00:00 | 0
     183110 | 2.000000      | 1995-01-14 00:00:00 | 0
      62721 | 2.000000      | 1995-01-15 00:00:00 | 0
     347104 | 2.000000      | 1995-01-20 00:00:00 | 0
     503587 | 2.000000      | 1995-02-01 00:00:00 | 0
     536709 | 2.000000      | 1995-02-04 00:00:00 | 0
     246788 | 2.000000      | 1995-02-20 00:00:00 | 0
     117381 | 2.000000      | 1995-02-21 00:00:00 | 0
      68739 | 2.000000      | 1995-02-23 00:00:00 | 0
     298661 | 2.000000      | 1995-03-03 00:00:00 | 0
      38564 | 1.000000      | 1994-12-03 00:00:00 | 0
     318850 | 1.000000      | 1994-12-06 00:00:00 | 0
     490946 | 1.000000      | 1994-12-08 00:00:00 | 0
      94822 | 1.000000      | 1994-12-17 00:00:00 | 0
     423138 | 1.000000      | 1994-12-21 00:00:00 | 0
      96005 | 1.000000      | 1994-12-24 00:00:00 | 0
      65734 | 1.000000      | 1994-12-27 00:00:00 | 0
     502881 | 1.000000      | 1994-12-30 00:00:00 | 0
      20710 | 1.000000      | 1994-12-30 00:00:00 | 0
     219236 | 1.000000      | 1995-01-06 00:00:00 | 0
     539712 | 1.000000      | 1995-01-09 00:00:00 | 0
     544006 | 1.000000      | 1995-01-09 00:00:00 | 0
     333730 | 1.000000      | 1995-01-09 00:00:00 | 0
      51428 | 1.000000      | 1995-01-14 00:00:00 | 0
     552102 | 1.000000      | 1995-01-15 00:00:00 | 0
     542210 | 1.000000      | 1995-01-17 00:00:00 | 0
     298373 | 1.000000      | 1995-01-17 00:00:00 | 0
     435778 | 1.000000      | 1995-01-20 00:00:00 | 0
     421632 | 1.000000      | 1995-01-21 00:00:00 | 0
     460007 | 1.000000      | 1995-01-24 00:00:00 | 0
     519395 | 1.000000      | 1995-01-25 00:00:00 | 0
     460163 | 1.000000      | 1995-01-28 00:00:00 | 0
     119044 | 1.000000      | 1995-01-28 00:00:00 | 0
     384005 | 1.000000      | 1995-01-28 00:00:00 | 0
     570081 | 1.000000      | 1995-01-30 00:00:00 | 0
      96034 | 1.000000      | 1995-01-30 00:00:00 | 0
     160647 | 1.000000      | 1995-01-31 00:00:00 | 0
     440832 | 1.000000      | 1995-01-31 00:00:00 | 0
     161154 | 1.000000      | 1995-02-02 00:00:00 | 0
     588706 | 1.000000      | 1995-02-04 00:00:00 | 0
     276993 | 1.000000      | 1995-02-04 00:00:00 | 0
     501061 | 1.000000      | 1995-02-05 00:00:00 | 0
     368739 | 1.000000      | 1995-02-07 00:00:00 | 0
     416772 | 1.000000      | 1995-02-08 00:00:00 | 0
     423267 | 1.000000      | 1995-02-08 00:00:00 | 0
      35266 | 1.000000      | 1995-02-11 00:00:00 | 0
     191712 | 1.000000      | 1995-02-14 00:00:00 | 0
     238982 | 1.000000      | 1995-02-15 00:00:00 | 0
     397189 | 1.000000      | 1995-02-15 00:00:00 | 0
     459076 | 1.000000      | 1995-02-16 00:00:00 | 0
     296033 | 1.000000      | 1995-02-18 00:00:00 | 0
     146658 | 1.000000      | 1995-02-20 00:00:00 | 0
     154498 | 1.000000      | 1995-02-22 00:00:00 | 0
     156614 | 1.000000      | 1995-02-23 00:00:00 | 0
     372288 | 1.000000      | 1995-02-26 00:00:00 | 0
      15106 | 1.000000      | 1995-02-28 00:00:00 | 0
     503556 | 1.000000      | 1995-03-01 00:00:00 | 0
     333952 | 1.000000      | 1995-03-02 00:00:00 | 0
     108421 | 1.000000      | 1995-03-02 00:00:00 | 0
     504547 | 1.000000      | 1995-03-03 00:00:00 | 0
      66981 | 1.000000      | 1995-03-05 00:00:00 | 0
     190567 | 1.000000      | 1995-03-05 00:00:00 | 0
     581572 | 1.000000      | 1995-03-07 00:00:00 | 0
      89122 | 1.000000      | 1995-03-08 00:00:00 | 0
     400005 | 1.000000      | 1995-03-11 00:00:00 | 0
      70977 | 0.000000      | 1994-11-19 00:00:00 | 0
     522947 | 0.000000      | 1994-11-19 00:00:00 | 0
      81284 | 0.000000      | 1994-11-19 00:00:00 | 0
     417601 | 0.000000      | 1994-11-22 00:00:00 | 0
     231041 | 0.000000      | 1994-11-23 00:00:00 | 0
     145191 | 0.000000      | 1994-11-23 00:00:00 | 0
     528645 | 0.000000      | 1994-11-23 00:00:00 | 0
     584453 | 0.000000      | 1994-11-23 00:00:00 | 0
     592448 | 0.000000      | 1994-11-25 00:00:00 | 0
     485127 | 0.000000      | 1994-11-25 00:00:00 | 0
     315202 | 0.000000      | 1994-11-26 00:00:00 | 0
      17124 | 0.000000      | 1994-11-26 00:00:00 | 0
     167940 | 0.000000      | 1994-11-26 00:00:00 | 0
     307200 | 0.000000      | 1994-11-27 00:00:00 | 0
     120928 | 0.000000      | 1994-11-29 00:00:00 | 0
     177762 | 0.000000      | 1994-11-29 00:00:00 | 0
      97824 | 0.000000      | 1994-11-29 00:00:00 | 0
     295877 | 0.000000      | 1994-11-29 00:00:00 | 0
     385089 | 0.000000      | 1994-11-30 00:00:00 | 0
     402215 | 0.000000      | 1994-11-30 00:00:00 | 0
      31910 | 0.000000      | 1994-11-30 00:00:00 | 0
     335173 | 0.000000      | 1994-11-30 00:00:00 | 0
     464483 | 0.000000      | 1994-11-30 00:00:00 | 0
     491811 | 0.000000      | 1994-11-30 00:00:00 | 0
     516962 | 0.000000      | 1994-12-01 00:00:00 | 0
      20229 | 0.000000      | 1994-12-01 00:00:00 | 0
      26627 | 0.000000      | 1994-12-01 00:00:00 | 0
      74851 | 0.000000      | 1994-12-01 00:00:00 | 0
     162145 | 0.000000      | 1994-12-01 00:00:00 | 0
     501442 | 0.000000      | 1994-12-01 00:00:00 | 0
     191840 | 0.000000      | 1994-12-01 00:00:00 | 0
     239653 | 0.000000      | 1994-12-01 00:00:00 | 0
     253824 | 0.000000      | 1994-12-01 00:00:00 | 0
     596003 | 0.000000      | 1994-12-01 00:00:00 | 0
     301506 | 0.000000      | 1994-12-01 00:00:00 | 0
     428576 | 0.000000      | 1994-12-01 00:00:00 | 0
     417090 | 0.000000      | 1994-12-01 00:00:00 | 0
     464418 | 0.000000      | 1994-12-02 00:00:00 | 0
      52226 | 0.000000      | 1994-12-02 00:00:00 | 0
     110886 | 0.000000      | 1994-12-02 00:00:00 | 0
     152581 | 0.000000      | 1994-12-02 00:00:00 | 0
      37796 | 0.000000      | 1994-12-02 00:00:00 | 0
     531264 | 0.000000      | 1994-12-03 00:00:00 | 0
     116647 | 0.000000      | 1994-12-03 00:00:00 | 0
     191589 | 0.000000      | 1994-12-03 00:00:00 | 0
     204513 | 0.000000      | 1994-12-03 00:00:00 | 0
      87780 | 0.000000      | 1994-12-04 00:00:00 | 0
     135589 | 0.000000      | 1994-12-04 00:00:00 | 0
     484866 | 0.000000      | 1994-12-04 00:00:00 | 0
     434819 | 0.000000      | 1994-12-04 00:00:00 | 0
     362497 | 0.000000      | 1994-12-04 00:00:00 | 0
