 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 ps_partkey |      value       
       9343 | 87984.000000
      14168 | 87741.000000
      17947 | 87715.000000
      11129 | 87681.000000
      10836 | 86899.000000
       8828 | 86538.000000
      18228 | 86445.000000
       2924 | 86090.000000
      11868 | 85790.000000
       7351 | 85006.000000
      10914 | 84895.000000
      12376 | 84827.000000
       8212 | 84775.000000
      16244 | 84665.000000
      10656 | 84263.000000
       2111 | 84097.000000
       6316 | 83880.000000
       4318 | 83803.000000
       6643 | 83413.000000
       5419 | 83368.000000
       2922 | 83055.000000
       2438 | 82700.000000
       3656 | 82432.000000
       3519 | 82030.000000
       4214 | 81645.000000
       7342 | 81486.000000
      16882 | 80977.000000
       6139 | 80662.000000
      10946 | 80602.000000
      11711 | 80589.000000
      15877 | 80482.000000
      11680 | 80164.000000
       5315 | 80079.000000
       3536 | 80068.000000
       9658 | 80030.000000
      18798 | 79759.000000
      11547 | 79728.000000
       3892 | 79603.000000
      13630 | 79476.000000
      13708 | 79134.000000
       1153 | 78934.000000
       5766 | 78766.000000
      12382 | 78665.000000
      11825 | 78608.000000
       5172 | 78499.000000
      18128 | 78227.000000
       6855 | 77874.000000
      18370 | 77493.000000
      19034 | 77469.000000
      14416 | 77049.000000
       9712 | 76785.000000
      15644 | 76653.000000
       2244 | 75527.000000
       2609 | 75378.000000
       8172 | 75171.000000
      12127 | 74630.000000
      10434 | 74376.000000
       1409 | 74345.000000
      15690 | 74202.000000
      17960 | 74139.000000
      17945 | 74011.000000
       9084 | 73759.000000
       4514 | 73435.000000
      17638 | 73220.000000
       5062 | 72873.000000
      15895 | 72729.000000
      11997 | 72721.000000
      13387 | 72558.000000
       8419 | 72501.000000
       5429 | 72471.000000
      19095 | 72346.000000
       3111 | 72249.000000
      11819 | 71948.000000
       5666 | 71883.000000
      16342 | 71827.000000
      19599 | 71545.000000
       6696 | 71301.000000
      19227 | 71262.000000
       1324 | 71244.000000
      17985 | 70995.000000
       7778 | 70917.000000
      10160 | 70749.000000
      18291 | 70653.000000
      16519 | 70543.000000
       6042 | 70505.000000
      10411 | 70301.000000
      13306 | 70157.000000
       3583 | 70099.000000
      14808 | 69969.000000
      16668 | 69567.000000
      16845 | 69402.000000
      11602 | 69378.000000
       8890 | 69377.000000
       6572 | 69270.000000
      14080 | 69159.000000
       8651 | 69122.000000
      13599 | 68835.000000
      19742 | 68803.000000
       9129 | 68443.000000
       2295 | 68432.000000
       8455 | 68396.000000
       3093 | 67810.000000
       5551 | 67614.000000
      17375 | 66786.000000
      14172 | 66724.000000
       8162 | 66552.000000
       8775 | 66456.000000
      14878 | 66452.000000
       2608 | 65709.000000
      18283 | 65692.000000
      19142 | 65630.000000
       3400 | 65466.000000
      16017 | 65408.000000
       9365 | 65376.000000
      15836 | 65370.000000
      11341 | 65354.000000
       1342 | 65286.000000
        602 | 65260.000000
       6053 | 65242.000000
       6954 | 65053.000000
      12912 | 64906.000000
       4828 | 64873.000000
       5680 | 64858.000000
      14072 | 64834.000000
       5971 | 64786.000000
      13336 | 64709.000000
       6352 | 64567.000000
       7290 | 64413.000000
      11553 | 64349.000000
      18336 | 64331.000000
      18662 | 64042.000000
       4705 | 63927.000000
       8289 | 63897.000000
      10144 | 63818.000000
       3988 | 63674.000000
      17877 | 63657.000000
       1959 | 63594.000000
      14095 | 63377.000000
      18412 | 63319.000000
       5599 | 63267.000000
      16398 | 63075.000000
      10234 | 62942.000000
       6797 | 62894.000000
       3276 | 62869.000000
       3653 | 62812.000000
       5543 | 62762.000000
      14044 | 62658.000000
      12222 | 62649.000000
      10056 | 62485.000000
      14755 | 62242.000000
       8526 | 62143.000000
      15285 | 62131.000000
       6839 | 62056.000000
      19176 | 62020.000000
       7696 | 61876.000000
      16174 | 61827.000000
      12833 | 61774.000000
      13940 | 61731.000000
       3599 | 61447.000000
      17335 | 61422.000000
      16959 | 61399.000000
       9577 | 61201.000000
       1863 | 61013.000000
       2599 | 60990.000000
      12157 | 60982.000000
      12518 | 60918.000000
       3696 | 60695.000000
       2520 | 60671.000000
       7019 | 60585.000000
       4664 | 60457.000000
       3080 | 60440.000000
       1097 | 60052.000000
      16080 | 59753.000000
       4746 | 59732.000000
        301 | 59661.000000
       7403 | 59639.000000
      18334 | 59487.000000
      17419 | 59448.000000
       7271 | 59446.000000
       9207 | 59439.000000
      19029 | 59298.000000
        406 | 59117.000000
      15164 | 58885.000000
      17748 | 58538.000000
      10572 | 58527.000000
       7457 | 58464.000000
      10646 | 58373.000000
        216 | 58295.000000
      13162 | 58178.000000
      10910 | 57990.000000
       4696 | 57884.000000
      18684 | 57782.000000
        599 | 57530.000000
      11684 | 57476.000000
       5986 | 57334.000000
       7209 | 57315.000000
      18876 | 57208.000000
      16886 | 57047.000000
      19558 | 56742.000000
       3190 | 56698.000000
        716 | 56452.000000
       9874 | 56366.000000
      17936 | 56304.000000
        526 | 56012.000000
      14573 | 55874.000000
      12365 | 55866.000000
      17692 | 55808.000000
       4787 | 55543.000000
      15300 | 55499.000000
      15671 | 55471.000000
      15581 | 55429.000000
      12053 | 55398.000000
      14350 | 55270.000000
         42 | 55194.000000
       2790 | 55009.000000
      14783 | 54999.000000
      19712 | 54892.000000
       7913 | 54743.000000
       5843 | 54657.000000
      10782 | 54606.000000
      14494 | 54544.000000
      16987 | 54538.000000
        162 | 54459.000000
      16672 | 54412.000000
      17098 | 54345.000000
       4042 | 54209.000000
      14968 | 54159.000000
      17437 | 54018.000000
      19174 | 53934.000000
      15494 | 53883.000000
       7053 | 53871.000000
      13750 | 53800.000000
       2575 | 53774.000000
      11575 | 53660.000000
       3551 | 53625.000000
      14678 | 53405.000000
      13494 | 53359.000000
      11608 | 52965.000000
       3660 | 52810.000000
      15150 | 52684.000000
      13968 | 52535.000000
      11423 | 52375.000000
      19225 | 52375.000000
       3465 | 52162.000000
      15166 | 52111.000000
       8432 | 52089.000000
      19687 | 52043.000000
      11411 | 51833.000000
      16934 | 51818.000000
      18410 | 51575.000000
      14950 | 51496.000000
      17599 | 51485.000000
      16829 | 51339.000000
      14496 | 51092.000000
       4156 | 50932.000000
      12490 | 50925.000000
       1404 | 50867.000000
       4785 | 50814.000000
      15830 | 50803.000000
      17889 | 50770.000000
        792 | 50670.000000
       4959 | 50647.000000
      15121 | 50466.000000
       4588 | 50445.000000
       1017 | 50412.000000
        684 | 49916.000000
       9689 | 49855.000000
       6680 | 49849.000000
       9644 | 49740.000000
       7823 | 49701.000000
       6630 | 49664.000000
      19419 | 49619.000000
        269 | 49550.000000
       7897 | 49286.000000
      12836 | 49283.000000
      14176 | 49264.000000
       9001 | 49183.000000
      12172 | 49049.000000
       2738 | 48922.000000
      16602 | 48841.000000
      11953 | 48826.000000
      19433 | 48818.000000
       5396 | 48768.000000
       1321 | 48371.000000
      16684 | 48240.000000
       6087 | 48240.000000
       6549 | 48175.000000
       8321 | 47941.000000
       9680 | 47839.000000
       5652 | 47766.000000
       9772 | 47746.000000
      14420 | 47718.000000
       2707 | 47703.000000
       8153 | 47507.000000
      14614 | 47052.000000
       3706 | 47050.000000
       2080 | 46992.000000
      14074 | 46989.000000
       8042 | 46816.000000
       2186 | 46680.000000
      14954 | 46626.000000
      14789 | 46625.000000
      10793 | 46549.000000
      16153 | 46527.000000
       7324 | 46525.000000
       7956 | 46383.000000
      12419 | 46368.000000
       8884 | 45983.000000
       2959 | 45925.000000
       2594 | 45901.000000
      15085 | 45880.000000
       3737 | 45634.000000
       9091 | 45563.000000
      19395 | 45387.000000
       7494 | 45274.000000
       6922 | 45260.000000
       3383 | 45220.000000
        392 | 45188.000000
       7971 | 44827.000000
      18971 | 44759.000000
       6394 | 44675.000000
       1746 | 44515.000000
      15684 | 44483.000000
        911 | 44273.000000
      18575 | 44250.000000
      18143 | 44172.000000
       2095 | 43982.000000
       8608 | 43919.000000
       3455 | 43870.000000
       8978 | 43684.000000
       8293 | 43609.000000
      15425 | 43395.000000
       2591 | 43095.000000
       3415 | 43015.000000
      11174 | 42896.000000
      16521 | 42851.000000
       4986 | 42833.000000
      10164 | 42816.000000
       6234 | 42693.000000
       5021 | 42615.000000
       6928 | 42457.000000
      14250 | 42195.000000
      10391 | 42146.000000
      11027 | 42091.000000
      18551 | 42069.000000
      15284 | 42023.000000
      13681 | 42009.000000
       7565 | 41896.000000
       8572 | 41881.000000
      10170 | 41865.000000
       1597 | 41864.000000
       5288 | 41839.000000
       8390 | 41806.000000
      13264 | 41775.000000
       9700 | 41737.000000
      18011 | 41737.000000
      18664 | 41597.000000
      19081 | 41588.000000
        919 | 41570.000000
       8645 | 41524.000000
      19604 | 41400.000000
      13142 | 41382.000000
       7401 | 41326.000000
       6291 | 41302.000000
       4074 | 41225.000000
       7365 | 41181.000000
      12904 | 41180.000000
       8971 | 41116.000000
      11589 | 40989.000000
       2174 | 40977.000000
      16313 | 40962.000000
       6698 | 40919.000000
      18745 | 40901.000000
       8033 | 40842.000000
       6466 | 40801.000000
       1819 | 40776.000000
      17693 | 40744.000000
       7905 | 40491.000000
      10262 | 40332.000000
       4209 | 40294.000000
       4039 | 40212.000000
       6411 | 40155.000000
      11025 | 40148.000000
       5925 | 40107.000000
       9214 | 40039.000000
      18422 | 39897.000000
       3466 | 39877.000000
      11359 | 39861.000000
       9573 | 39851.000000
      12813 | 39807.000000
       2801 | 39806.000000
       9717 | 39738.000000
      11746 | 39703.000000
      17305 | 39669.000000
       7838 | 39617.000000
       7628 | 39592.000000
      17017 | 39566.000000
      10055 | 39559.000000
      15041 | 39544.000000
        412 | 39500.000000
      12336 | 39445.000000
      11789 | 39400.000000
       6447 | 39071.000000
       2680 | 39039.000000
      17844 | 39036.000000
      18411 | 38832.000000
       3652 | 38590.000000
      16567 | 38563.000000
       6958 | 38549.000000
      18934 | 38494.000000
       5336 | 38488.000000
       3964 | 38434.000000
      18063 | 38247.000000
      13746 | 38221.000000
      19235 | 38074.000000
       8214 | 38015.000000
       9825 | 37875.000000
      12880 | 37827.000000
       4572 | 37822.000000
      13696 | 37646.000000
       3142 | 37635.000000
       9913 | 37550.000000
        174 | 37507.000000
      16552 | 37437.000000
       9948 | 37404.000000
        906 | 37357.000000
      10820 | 37273.000000
      10392 | 37200.000000
       8276 | 37189.000000
      14966 | 37101.000000
      14910 | 37076.000000
      19469 | 37030.000000
       2432 | 37011.000000
      16570 | 36881.000000
       5956 | 36834.000000
       8388 | 36687.000000
      11549 | 36630.000000
      18880 | 36524.000000
       1923 | 36463.000000
      13650 | 36305.000000
       9499 | 36041.000000
      16599 | 36033.000000
       7137 | 36002.000000
       3213 | 35977.000000
      19504 | 35957.000000
       8564 | 35703.000000
       3574 | 35608.000000
       8690 | 35589.000000
      13839 | 35442.000000
       2024 | 35327.000000
      19303 | 35146.000000
       3145 | 34986.000000
       2218 | 34953.000000
       1298 | 34773.000000
      13616 | 34759.000000
       4452 | 34751.000000
      14466 | 34695.000000
       7762 | 34629.000000
      10496 | 34548.000000
       5931 | 34467.000000
       3349 | 34463.000000
      16478 | 34304.000000
      12529 | 34291.000000
      18506 | 34095.000000
       4100 | 34068.000000
       9437 | 33932.000000
       7294 | 33836.000000
      19689 | 33802.000000
      10336 | 33737.000000
      14311 | 33726.000000
      17111 | 33681.000000
       9316 | 33640.000000
      12572 | 33602.000000
       5807 | 33595.000000
       2458 | 33590.000000
      13047 | 33521.000000
       2406 | 33481.000000
       2147 | 33460.000000
      15419 | 33250.000000
        466 | 33241.000000
      11843 | 33146.000000
      13174 | 33116.000000
       8164 | 33012.000000
       6912 | 33003.000000
       7649 | 32943.000000
       1834 | 32837.000000
      15307 | 32663.000000
      16896 | 32629.000000
       6191 | 32599.000000
       3493 | 32574.000000
       6831 | 32555.000000
      11050 | 32499.000000
       5899 | 32452.000000
       4011 | 32303.000000
      19608 | 32207.000000
      11379 | 32175.000000
       4430 | 32153.000000
      15608 | 32048.000000
       9182 | 32014.000000
        336 | 31953.000000
      15575 | 31905.000000
       5491 | 31855.000000
       8174 | 31839.000000
      17610 | 31759.000000
      10576 | 31698.000000
      11393 | 31609.000000
      17172 | 31570.000000
        111 | 31553.000000
      14959 | 31473.000000
      18696 | 31304.000000
      16309 | 31275.000000
       4470 | 31141.000000
      19827 | 31097.000000
       2015 | 31019.000000
      12571 | 30920.000000
       4380 | 30920.000000
      17850 | 30678.000000
       1176 | 30678.000000
       6496 | 30633.000000
      16496 | 30560.000000
      15754 | 30556.000000
      10830 | 30554.000000
      12257 | 30526.000000
       2602 | 30363.000000
      14746 | 30344.000000
      16510 | 30327.000000
       9350 | 30303.000000
      18154 | 30279.000000
       3961 | 30228.000000
      10348 | 30187.000000
      16283 | 30184.000000
      12014 | 30163.000000
      13172 | 30158.000000
      17142 | 30102.000000
       2299 | 30035.000000
      11205 | 29942.000000
       8701 | 29855.000000
       7651 | 29782.000000
      15572 | 29781.000000
       9081 | 29626.000000
       8268 | 29427.000000
      15599 | 29306.000000
       7579 | 29289.000000
      10236 | 29204.000000
       5037 | 29166.000000
       6836 | 29139.000000
      13256 | 29091.000000
       5585 | 28986.000000
      10273 | 28969.000000
       1469 | 28859.000000
      12599 | 28820.000000
       8910 | 28761.000000
      19572 | 28747.000000
       5365 | 28656.000000
       7065 | 28628.000000
       8344 | 28588.000000
       6899 | 28490.000000
       7776 | 28489.000000
      15205 | 28413.000000
      10331 | 28357.000000
       1602 | 28329.000000
       4708 | 28301.000000
       1575 | 28258.000000
      15813 | 28245.000000
      12970 | 28220.000000
       1245 | 28077.000000
      16746 | 28063.000000
      18983 | 28022.000000
       3925 | 27981.000000
      12048 | 27812.000000
      18904 | 27780.000000
       7154 | 27776.000000
        220 | 27769.000000
       7880 | 27652.000000
      13053 | 27631.000000
      14898 | 27460.000000
      19637 | 27405.000000
      11437 | 27270.000000
       5397 | 27236.000000
       2466 | 27215.000000
      10080 | 27195.000000
      13862 | 27128.000000
      14558 | 26998.000000
      18068 | 26943.000000
      10686 | 26924.000000
      10172 | 26920.000000
       3816 | 26835.000000
       5600 | 26725.000000
       1219 | 26606.000000
      13602 | 26585.000000
      18678 | 26488.000000
       3453 | 26461.000000
       5053 | 26441.000000
       2142 | 26388.000000
      19889 | 26225.000000
       5174 | 26190.000000
       9453 | 26158.000000
       2402 | 26138.000000
      10076 | 26054.000000
      17466 | 26037.000000
       7150 | 25994.000000
      13547 | 25976.000000
      11901 | 25948.000000
        345 | 25878.000000
      15231 | 25772.000000
      16818 | 25760.000000
       5729 | 25741.000000
       5326 | 25687.000000
        411 | 25621.000000
      17786 | 25612.000000
       7166 | 25561.000000
      14883 | 25507.000000
       1680 | 25476.000000
      10551 | 25446.000000
       8261 | 25358.000000
       5276 | 25350.000000
       6240 | 25342.000000
       7909 | 25277.000000
       2347 | 25232.000000
      11974 | 25168.000000
       2339 | 25131.000000
      11389 | 25106.000000
       8720 | 25090.000000
      19907 | 25052.000000
      17284 | 24823.000000
       1891 | 24793.000000
       9054 | 24709.000000
       4412 | 24708.000000
      16255 | 24643.000000
      10575 | 24612.000000
      14519 | 24567.000000
       2420 | 24534.000000
       9059 | 24534.000000
       3608 | 24497.000000
      19883 | 24496.000000
      14382 | 24487.000000
       5215 | 24434.000000
       4053 | 24374.000000
      10470 | 24367.000000
       6263 | 24337.000000
      16158 | 24328.000000
       1182 | 24286.000000
      10079 | 24076.000000
       8208 | 24071.000000
      14426 | 24046.000000
      13959 | 24025.000000
      19738 | 24021.000000
       1791 | 23973.000000
       8062 | 23942.000000
      18959 | 23936.000000
      19477 | 23917.000000
       1684 | 23916.000000
       8035 | 23836.000000
      13419 | 23833.000000
      10916 | 23780.000000
       5180 | 23761.000000
      10792 | 23630.000000
      13944 | 23599.000000
      12435 | 23574.000000
      13214 | 23570.000000
       6470 | 23505.000000
      17907 | 23491.000000
       8236 | 23490.000000
       2167 | 23404.000000
       8161 | 23371.000000
       8646 | 23293.000000
      10430 | 23278.000000
      13824 | 23188.000000
       3680 | 23154.000000
       4143 | 23153.000000
       2386 | 23150.000000
       9847 | 23145.000000
      15756 | 23144.000000
      10771 | 23125.000000
      13885 | 23084.000000
       7539 | 23065.000000
       1599 | 22941.000000
      13496 | 22870.000000
      10210 | 22837.000000
       7443 | 22804.000000
      14285 | 22752.000000
      12841 | 22600.000000
       2696 | 22579.000000
      12551 | 22524.000000
      16548 | 22515.000000
      11781 | 22473.000000
      18331 | 22321.000000
        244 | 22315.000000
       7405 | 22312.000000
      13401 | 22309.000000
      17807 | 22264.000000
      19172 | 22262.000000
       7748 | 22064.000000
      13365 | 21906.000000
       9111 | 21804.000000
       9795 | 21781.000000
       2332 | 21773.000000
       1160 | 21762.000000
       6285 | 21748.000000
       1849 | 21712.000000
       9466 | 21692.000000
       6176 | 21661.000000
      17508 | 21615.000000
      19826 | 21547.000000
      10696 | 21481.000000
      13551 | 21464.000000
       7309 | 21421.000000
       6582 | 21407.000000
      12849 | 21342.000000
      14232 | 21326.000000
      12174 | 21293.000000
      11104 | 21208.000000
       3158 | 21150.000000
      13284 | 21093.000000
      14634 | 21086.000000
      12761 | 21081.000000
       5654 | 21070.000000
       1578 | 21031.000000
      17564 | 21016.000000
        996 | 21010.000000
       6327 | 20994.000000
       7780 | 20974.000000
      19740 | 20971.000000
      16833 | 20965.000000
      10851 | 20895.000000
      16333 | 20893.000000
        901 | 20875.000000
       9907 | 20827.000000
        549 | 20825.000000
       1445 | 20822.000000
       1423 | 20809.000000
      12422 | 20713.000000
       4575 | 20588.000000
      17602 | 20585.000000
      16350 | 20572.000000
        836 | 20475.000000
       6971 | 20437.000000
      13651 | 20431.000000
       4397 | 20375.000000
      15571 | 20320.000000
       1829 | 20260.000000
      16751 | 20192.000000
      11881 | 20182.000000
      10714 | 20162.000000
       5754 | 20106.000000
      16651 | 19991.000000
        797 | 19725.000000
      10436 | 19658.000000
      14336 | 19620.000000
       5981 | 19528.000000
      11297 | 19497.000000
      19466 | 19427.000000
       4704 | 19424.000000
      13176 | 19397.000000
      13810 | 19381.000000
       5214 | 19337.000000
      19276 | 19335.000000
       1300 | 19329.000000
       2162 | 19327.000000
      15565 | 19316.000000
      13760 | 19314.000000
      14646 | 19305.000000
      12494 | 19260.000000
        446 | 19253.000000
      10746 | 19217.000000
         95 | 19207.000000
       2444 | 19177.000000
      10451 | 19175.000000
      18423 | 19118.000000
      17906 | 19107.000000
       4846 | 19106.000000
       1421 | 19105.000000
      17302 | 18992.000000
       4680 | 18964.000000
      15466 | 18941.000000
      10912 | 18904.000000
      11209 | 18881.000000
      16774 | 18874.000000
       1494 | 18863.000000
       5886 | 18846.000000
       7575 | 18656.000000
      12549 | 18626.000000
      16010 | 18621.000000
      17879 | 18617.000000
      17282 | 18606.000000
        426 | 18555.000000
      10769 | 18377.000000
       6336 | 18342.000000
      11906 | 18279.000000
      12234 | 18222.000000
       4908 | 18211.000000
        852 | 18201.000000
      10276 | 18174.000000
      16344 | 18160.000000
      19684 | 18079.000000
       2819 | 18065.000000
       7608 | 18062.000000
        551 | 18055.000000
      11664 | 18037.000000
      13993 | 17928.000000
      14572 | 17906.000000
      18599 | 17881.000000
       8578 | 17860.000000
       2663 | 17760.000000
      19602 | 17675.000000
      18095 | 17668.000000
       1439 | 17666.000000
       8086 | 17656.000000
      10105 | 17610.000000
      18032 | 17541.000000
       3690 | 17479.000000
       6324 | 17321.000000
       6404 | 17306.000000
      11429 | 17241.000000
       5042 | 17198.000000
       5716 | 17135.000000
       1095 | 17055.000000
       4920 | 17051.000000
      18892 | 17049.000000
      18640 | 16980.000000
      13350 | 16937.000000
      19881 | 16900.000000
       4734 | 16824.000000
      12285 | 16822.000000
      14387 | 16767.000000
       5441 | 16718.000000
       4988 | 16696.000000
      12696 | 16681.000000
       3960 | 16672.000000
       1917 | 16663.000000
      18774 | 16660.000000
       4091 | 16637.000000
       6276 | 16569.000000
       3319 | 16530.000000
      16084 | 16479.000000
      17535 | 16447.000000
        322 | 16424.000000
      13353 | 16402.000000
       6424 | 16396.000000
      19164 | 16317.000000
       7658 | 16310.000000
       6547 | 16294.000000
       2971 | 16266.000000
        246 | 16246.000000
      16214 | 16224.000000
      19634 | 16222.000000
       1114 | 16218.000000
       7371 | 16164.000000
       9969 | 16143.000000
        580 | 15947.000000
      13021 | 15926.000000
       2267 | 15866.000000
      11347 | 15796.000000
      17069 | 15723.000000
      18517 | 15718.000000
       2890 | 15637.000000
       7702 | 15629.000000
      15570 | 15624.000000
      10882 | 15575.000000
       8692 | 15528.000000
      18894 | 15448.000000
       1045 | 15304.000000
       4813 | 15230.000000
       4668 | 15212.000000
       3066 | 15176.000000
       3102 | 15050.000000
      13080 | 15032.000000
       2160 | 14939.000000
       4094 | 14921.000000
      16640 | 14921.000000
       2365 | 14913.000000
       2203 | 14818.000000
       7690 | 14693.000000
       7170 | 14648.000000
      11470 | 14620.000000
       4043 | 14560.000000
      15989 | 14501.000000
      11111 | 14497.000000
      14179 | 14403.000000
       9852 | 14350.000000
        575 | 14328.000000
      15316 | 14303.000000
       6096 | 14300.000000
      13154 | 14264.000000
      17203 | 14248.000000
        822 | 14177.000000
      12709 | 14063.000000
       3668 | 14050.000000
      17690 | 13956.000000
      19676 | 13928.000000
      12388 | 13917.000000
       7142 | 13912.000000
      14431 | 13880.000000
        964 | 13859.000000
       3602 | 13855.000000
       2651 | 13823.000000
        830 | 13823.000000
       8722 | 13816.000000
        547 | 13746.000000
       3909 | 13731.000000
       4840 | 13648.000000
       5731 | 13600.000000
      18680 | 13535.000000
       6907 | 13514.000000
       4041 | 13423.000000
      18607 | 13419.000000
      18097 | 13318.000000
       4295 | 13302.000000
      11850 | 13291.000000
      13516 | 13148.000000
        172 | 13132.000000
      13554 | 13061.000000
      17561 | 13029.000000
      18568 | 12887.000000
       7315 | 12754.000000
      12103 | 12740.000000
      11288 | 12636.000000
      18365 | 12560.000000
      19664 | 12532.000000
       1413 | 12500.000000
       6834 | 12342.000000
      14202 | 12301.000000
      11384 | 12265.000000
      14707 | 12263.000000
      19007 | 12246.000000
       2496 | 12182.000000
      14142 | 12156.000000
       1214 | 12120.000000
       7547 | 12100.000000
       9146 | 12099.000000
      19367 | 12096.000000
       4466 | 12038.000000
       5353 | 11978.000000
      12780 | 11973.000000
       4328 | 11916.000000
      17628 | 11843.000000
       8406 | 11757.000000
      14757 | 11753.000000
       1963 | 11740.000000
      17144 | 11698.000000
      18304 | 11686.000000
       2068 | 11683.000000
       7237 | 11673.000000
       7662 | 11622.000000
       4162 | 11578.000000
       9602 | 11475.000000
      16228 | 11471.000000
       2940 | 11439.000000
      15909 | 11409.000000
       3398 | 11372.000000
      12027 | 11371.000000
      16281 | 11331.000000
      13569 | 11248.000000
      15807 | 11213.000000
       5176 | 11172.000000
      17494 | 11172.000000
      18428 | 11170.000000
       7135 | 11167.000000
       2772 | 11144.000000
      11520 | 11113.000000
      10386 | 11109.000000
       7035 | 11097.000000
      14686 | 11043.000000
      12960 | 11025.000000
      12664 | 10985.000000
       7699 | 10950.000000
      16621 | 10930.000000
       3906 | 10898.000000
       4922 | 10869.000000
       9336 | 10858.000000
       2719 | 10807.000000
      10029 | 10765.000000
      17470 | 10761.000000
      16119 | 10748.000000
      19280 | 10745.000000
      16853 | 10661.000000
      15411 | 10596.000000
        849 | 10585.000000
       8773 | 10574.000000
      10131 | 10512.000000
      19939 | 10441.000000
       8470 | 10441.000000
      14906 | 10333.000000
      10651 | 10283.000000
      12995 | 10168.000000
       9832 | 10093.000000
       1798 | 10084.000000
      10088 | 10039.000000
       9821 | 10027.000000
       4958 | 10023.000000
       5840 | 10002.000000
      18160 | 9983.000000
      14674 | 9979.000000
      18396 | 9896.000000
      15907 | 9883.000000
       8980 | 9863.000000
      19958 | 9856.000000
        519 | 9854.000000
      12816 | 9815.000000
      18472 | 9796.000000
       1992 | 9783.000000
      10095 | 9754.000000
      10404 | 9717.000000
       4451 | 9641.000000
       6459 | 9609.000000
       8956 | 9593.000000
       6178 | 9591.000000
       5317 | 9572.000000
       3840 | 9559.000000
      13013 | 9490.000000
      10716 | 9460.000000
       2928 | 9423.000000
      11683 | 9405.000000
      19208 | 9398.000000
      19411 | 9337.000000
       4142 | 9296.000000
      16866 | 9291.000000
       7111 | 9241.000000
       5236 | 9119.000000
       8317 | 9114.000000
       8092 | 9101.000000
       4768 | 8980.000000
       8398 | 8971.000000
       8341 | 8964.000000
        971 | 8926.000000
      14162 | 8882.000000
      10090 | 8853.000000
      17361 | 8821.000000
      10350 | 8808.000000
       8684 | 8788.000000
      14891 | 8773.000000
       2962 | 8715.000000
       4436 | 8705.000000
      15881 | 8689.000000
      16664 | 8688.000000
       5330 | 8656.000000
      14549 | 8648.000000
       5162 | 8614.000000
       1608 | 8593.000000
       5211 | 8555.000000
       6174 | 8484.000000
       9194 | 8468.000000
      15399 | 8463.000000
      16910 | 8439.000000
      17885 | 8430.000000
      19336 | 8396.000000
      14642 | 8331.000000
         53 | 8289.000000
       4297 | 8287.000000
      14583 | 8256.000000
       8502 | 8175.000000
       3987 | 8147.000000
      12575 | 8129.000000
       6746 | 8127.000000
       7394 | 8093.000000
      10904 | 8076.000000
      19792 | 8005.000000
       9978 | 7984.000000
      16644 | 7905.000000
       3792 | 7897.000000
       6039 | 7853.000000
      13783 | 7815.000000
       3470 | 7722.000000
       7276 | 7718.000000
      16776 | 7671.000000
      14021 | 7622.000000
       8836 | 7538.000000
